idClass,idStudent,score
113,9425,1.77
120,9425,1.59
17,9426,9.91
15,9426,6.36
63,9426,7.52
113,9426,6.57
120,9426,6.1
17,9427,5.88
15,9427,1.26
63,9427,7.52
113,9427,5.23
120,9427,2.51
17,9428,4.68
15,9428,8.27
63,9428,6.51
113,9428,9.55
120,9428,9.76
17,9429,7.47
15,9429,9.13
63,9429,9.77
113,9429,1.46
120,9429,2.66
17,9430,2.68
15,9430,3.28
63,9430,7.15
113,9430,4.32
120,9430,8.61
17,9431,4.58
15,9431,3.78
63,9431,7.71
113,9431,7.04
120,9431,7.04
17,9432,9.57
15,9432,8.68
63,9432,7.68
113,9432,5.31
120,9432,9.8
17,9433,6.6
15,9433,9.85
63,9433,4.68
113,9433,8.95
120,9433,0.02
17,9434,6.18
15,9434,7.74
63,9434,1.12
113,9434,8.39
120,9434,9.0
17,9435,6.95
15,9435,7.77
63,9435,6.11
113,9435,8.25
120,9435,7.01
17,9436,7.5
15,9436,4.49
63,9436,8.91
113,9436,3.23
120,9436,2.58
17,9437,6.44
15,9437,9.28
63,9437,9.89
113,9437,6.88
120,9437,2.48
17,9438,7.13
15,9438,9.38
63,9438,4.19
113,9438,4.31
120,9438,6.42
17,9439,6.22
15,9439,5.29
63,9439,5.06
113,9439,0.81
120,9439,9.65
17,9440,1.94
15,9440,0.76
63,9440,8.06
113,9440,4.19
120,9440,6.27
17,9441,1.81
15,9441,2.53
63,9441,2.05
113,9441,9.78
120,9441,8.41
17,9442,2.07
15,9442,1.38
63,9442,7.82
113,9442,8.41
120,9442,3.88
17,9443,1.19
15,9443,1.05
63,9443,4.21
113,9443,4.06
120,9443,2.8
17,9444,9.59
15,9444,1.34
63,9444,5.45
113,9444,2.37
120,9444,2.74
17,9445,2.46
15,9445,5.7
63,9445,9.94
113,9445,1.32
120,9445,4.18
17,9446,2.45
15,9446,4.03
63,9446,8.15
113,9446,2.31
120,9446,1.0
17,9447,6.57
15,9447,1.26
63,9447,8.65
113,9447,5.12
120,9447,5.78
17,9448,1.13
15,9448,9.27
63,9448,6.22
113,9448,7.62
120,9448,8.01
17,9449,0.81
15,9449,1.95
63,9449,0.14
113,9449,0.13
120,9449,7.85
17,9450,6.79
15,9450,9.87
63,9450,2.96
113,9450,1.52
120,9450,6.01
17,9451,2.7
15,9451,3.16
63,9451,1.13
113,9451,6.81
120,9451,2.16
17,9452,1.13
15,9452,9.08
63,9452,5.57
113,9452,1.56
120,9452,7.58
17,9453,1.3
15,9453,8.43
63,9453,4.98
113,9453,8.7
120,9453,4.94
17,9454,4.92
15,9454,3.22
63,9454,5.87
113,9454,9.35
120,9454,7.02
17,9455,8.09
15,9455,4.89
63,9455,4.19
113,9455,9.93
120,9455,6.55
17,9456,0.61
15,9456,4.57
63,9456,6.06
113,9456,6.2
120,9456,3.08
17,9457,5.32
15,9457,1.27
63,9457,6.79
113,9457,1.35
120,9457,2.8
17,9458,7.94
15,9458,0.45
63,9458,9.04
113,9458,5.37
120,9458,2.6
17,9459,3.52
15,9459,7.31
63,9459,5.22
113,9459,2.25
120,9459,2.89
17,9460,4.1
15,9460,7.78
63,9460,6.86
113,9460,0.86
120,9460,9.99
17,9461,4.91
15,9461,4.34
63,9461,4.39
113,9461,1.21
120,9461,0.65
17,9462,8.24
15,9462,9.94
63,9462,1.61
113,9462,8.93
120,9462,6.28
17,9463,1.89
15,9463,8.26
63,9463,7.43
113,9463,6.47
120,9463,5.04
17,9464,9.52
15,9464,0.93
63,9464,9.52
113,9464,6.64
120,9464,3.58
17,9465,3.73
15,9465,3.81
63,9465,8.95
113,9465,7.73
120,9465,0.79
17,9466,0.04
15,9466,9.29
63,9466,3.73
113,9466,9.13
120,9466,6.52
17,9467,0.43
15,9467,2.11
63,9467,1.21
113,9467,6.09
120,9467,3.98
17,9468,1.8
15,9468,9.57
63,9468,3.18
113,9468,3.42
120,9468,1.62
17,9469,9.24
15,9469,2.73
63,9469,9.12
113,9469,7.39
120,9469,5.69
17,9470,7.67
15,9470,3.3
63,9470,9.72
113,9470,8.02
120,9470,2.18
17,9471,6.67
15,9471,1.68
63,9471,4.06
113,9471,0.68
120,9471,0.55
17,9472,3.27
15,9472,4.17
63,9472,6.55
113,9472,5.65
120,9472,3.18
17,9473,9.21
15,9473,5.26
63,9473,1.64
113,9473,3.66
120,9473,1.51
17,9474,4.78
15,9474,3.32
63,9474,0.06
113,9474,6.46
120,9474,0.86
17,9475,6.95
15,9475,2.35
63,9475,3.04
113,9475,5.97
120,9475,9.61
17,9476,6.0
15,9476,5.12
63,9476,3.58
113,9476,0.39
120,9476,1.42
17,9477,3.56
15,9477,7.95
63,9477,0.07
113,9477,7.36
120,9477,5.89
17,9478,8.75
15,9478,1.99
63,9478,2.24
113,9478,3.59
120,9478,9.29
17,9479,7.23
15,9479,1.93
63,9479,1.62
113,9479,3.07
120,9479,7.23
17,9480,8.61
15,9480,8.17
63,9480,8.16
113,9480,8.88
120,9480,4.12
17,9481,4.55
15,9481,6.18
63,9481,8.57
113,9481,2.46
120,9481,7.79
17,9482,7.55
15,9482,4.74
63,9482,7.02
113,9482,8.36
120,9482,6.63
17,9483,7.05
15,9483,1.92
63,9483,4.61
113,9483,7.78
120,9483,6.89
17,9484,2.98
15,9484,3.17
63,9484,8.48
113,9484,0.02
120,9484,8.32
17,9485,8.57
15,9485,4.46
63,9485,2.57
113,9485,4.47
120,9485,8.21
17,9486,4.25
15,9486,7.88
63,9486,9.14
113,9486,2.87
120,9486,7.05
17,9487,2.81
15,9487,2.78
63,9487,7.59
113,9487,1.69
120,9487,1.3
17,9488,3.9
15,9488,6.3
63,9488,5.81
113,9488,0.6
120,9488,8.06
17,9489,0.74
15,9489,6.39
63,9489,4.86
113,9489,2.56
120,9489,1.94
17,9490,9.23
15,9490,3.04
63,9490,9.6
113,9490,2.21
120,9490,9.9
17,9491,8.93
15,9491,4.76
63,9491,3.21
113,9491,6.94
120,9491,8.8
17,9492,1.2
15,9492,8.78
63,9492,3.61
113,9492,5.78
120,9492,3.36
17,9493,7.06
15,9493,3.91
63,9493,8.7
113,9493,2.23
120,9493,6.97
17,9494,1.35
15,9494,6.45
63,9494,2.87
113,9494,7.01
120,9494,0.26
17,9495,8.22
15,9495,2.17
63,9495,1.83
113,9495,9.45
120,9495,1.38
17,9496,7.76
15,9496,9.83
63,9496,0.24
113,9496,2.57
120,9496,6.56
17,9497,7.64
15,9497,1.8
63,9497,5.22
113,9497,1.06
120,9497,4.44
17,9498,6.37
15,9498,2.15
63,9498,7.28
113,9498,4.56
120,9498,7.6
17,9499,6.41
15,9499,1.31
63,9499,2.67
113,9499,9.2
120,9499,1.25
17,9500,5.47
15,9500,4.12
63,9500,4.21
113,9500,1.22
120,9500,1.42
113,9501,0.49
120,9501,5.56
176,9501,3.43
127,9501,8.76
39,9501,5.05
113,9502,1.42
120,9502,4.8
176,9502,2.76
127,9502,0.62
39,9502,3.53
113,9503,4.0
120,9503,0.36
176,9503,2.37
127,9503,7.35
39,9503,6.49
113,9504,3.4
120,9504,7.27
176,9504,1.49
127,9504,5.55
39,9504,9.62
113,9505,9.57
120,9505,9.52
176,9505,3.79
127,9505,9.86
39,9505,7.47
113,9506,7.11
120,9506,1.73
176,9506,5.27
127,9506,2.61
39,9506,4.09
113,9507,8.98
120,9507,2.51
176,9507,3.17
127,9507,5.88
39,9507,5.08
113,9508,1.05
120,9508,8.78
176,9508,2.43
127,9508,9.22
39,9508,0.18
113,9509,6.84
120,9509,8.83
176,9509,2.75
127,9509,4.58
39,9509,0.1
113,9510,7.68
120,9510,5.78
176,9510,1.7
127,9510,8.02
39,9510,3.91
113,9511,1.85
120,9511,4.24
176,9511,2.7
127,9511,0.77
39,9511,1.22
113,9512,8.69
120,9512,3.1
176,9512,6.52
127,9512,9.75
39,9512,7.19
113,9513,1.69
120,9513,4.24
176,9513,0.59
127,9513,2.03
39,9513,4.18
113,9514,4.78
120,9514,0.14
176,9514,4.48
127,9514,1.74
39,9514,8.1
113,9515,8.72
120,9515,1.78
176,9515,4.03
127,9515,5.78
39,9515,5.4
113,9516,3.73
120,9516,0.13
176,9516,0.55
127,9516,0.31
39,9516,6.16
113,9517,9.7
120,9517,9.81
176,9517,7.53
127,9517,9.03
39,9517,8.54
113,9518,3.89
120,9518,8.42
176,9518,2.29
127,9518,3.1
39,9518,1.0
113,9519,9.94
120,9519,8.91
176,9519,2.17
127,9519,1.42
39,9519,0.72
113,9520,9.96
120,9520,6.87
176,9520,8.4
127,9520,6.91
39,9520,4.79
113,9521,5.06
120,9521,8.77
176,9521,7.95
127,9521,3.59
39,9521,1.3
113,9522,3.74
120,9522,6.41
176,9522,3.61
127,9522,6.63
39,9522,4.47
113,9523,2.44
120,9523,6.54
176,9523,8.82
127,9523,7.12
39,9523,6.5
113,9524,7.67
120,9524,7.01
176,9524,3.9
127,9524,3.76
39,9524,1.02
113,9525,10.0
120,9525,1.79
176,9525,3.61
127,9525,1.03
39,9525,6.91
113,9526,6.45
120,9526,9.27
176,9526,9.97
127,9526,7.92
39,9526,6.73
113,9527,2.18
120,9527,6.21
176,9527,0.67
127,9527,3.2
39,9527,0.69
113,9528,4.74
120,9528,9.3
176,9528,2.56
127,9528,1.58
39,9528,7.3
113,9529,9.33
120,9529,3.3
176,9529,7.19
127,9529,0.85
39,9529,0.22
113,9530,4.64
120,9530,0.13
176,9530,3.38
127,9530,5.67
39,9530,3.92
113,9531,7.53
120,9531,7.02
176,9531,7.96
127,9531,9.81
39,9531,6.02
113,9532,9.08
120,9532,2.92
176,9532,8.48
127,9532,0.53
39,9532,9.23
113,9533,0.56
120,9533,4.67
176,9533,4.82
127,9533,9.01
39,9533,5.31
113,9534,0.4
120,9534,7.09
176,9534,5.77
127,9534,9.36
39,9534,9.99
113,9535,1.94
120,9535,7.13
176,9535,9.31
127,9535,1.0
39,9535,8.28
113,9536,2.26
120,9536,4.75
176,9536,1.89
127,9536,9.38
39,9536,3.64
113,9537,1.24
120,9537,4.47
176,9537,8.24
127,9537,9.16
39,9537,4.24
113,9538,2.8
120,9538,5.48
176,9538,1.97
127,9538,5.88
39,9538,6.52
113,9539,6.06
120,9539,5.99
176,9539,7.43
127,9539,6.44
39,9539,6.82
113,9540,2.13
120,9540,9.36
176,9540,3.12
127,9540,4.75
39,9540,7.31
113,9541,2.1
120,9541,6.03
176,9541,8.75
127,9541,4.93
39,9541,9.11
113,9542,3.26
120,9542,4.35
176,9542,6.5
127,9542,8.59
39,9542,6.84
113,9543,0.73
120,9543,7.86
176,9543,8.78
127,9543,8.97
39,9543,5.66
113,9544,0.68
120,9544,3.65
176,9544,1.54
127,9544,5.67
39,9544,3.56
113,9545,9.9
120,9545,7.81
176,9545,9.31
127,9545,1.92
39,9545,1.2
113,9546,5.57
120,9546,1.97
176,9546,4.44
127,9546,4.89
39,9546,0.47
113,9547,3.32
120,9547,6.43
176,9547,4.84
127,9547,2.23
39,9547,6.87
113,9548,1.15
120,9548,7.68
176,9548,0.46
127,9548,4.42
39,9548,1.02
113,9549,8.65
120,9549,6.66
176,9549,8.23
127,9549,9.51
39,9549,3.39
113,9550,9.47
120,9550,3.41
176,9550,3.86
127,9550,3.33
39,9550,2.34
113,9551,0.92
120,9551,2.81
176,9551,5.16
127,9551,4.64
39,9551,0.47
113,9552,2.13
120,9552,7.76
176,9552,6.66
127,9552,8.21
39,9552,4.5
113,9553,2.42
120,9553,2.19
176,9553,0.93
127,9553,7.09
39,9553,3.07
113,9554,1.87
120,9554,9.05
176,9554,4.09
127,9554,2.49
39,9554,5.05
113,9555,1.52
120,9555,9.17
176,9555,8.4
127,9555,0.5
39,9555,5.67
113,9556,7.75
120,9556,3.7
176,9556,9.46
127,9556,0.12
39,9556,4.16
113,9557,8.41
120,9557,2.99
176,9557,0.54
127,9557,5.98
39,9557,6.37
113,9558,3.91
120,9558,8.75
176,9558,2.37
127,9558,0.93
39,9558,4.84
113,9559,3.86
120,9559,8.39
176,9559,9.65
127,9559,0.48
39,9559,6.37
113,9560,2.73
120,9560,4.7
176,9560,4.89
127,9560,3.52
39,9560,6.21
113,9561,0.5
120,9561,0.62
176,9561,1.0
127,9561,2.84
39,9561,10.0
113,9562,4.71
120,9562,7.31
176,9562,2.96
127,9562,0.83
39,9562,4.07
113,9563,5.1
120,9563,5.42
176,9563,5.13
127,9563,3.49
39,9563,2.79
113,9564,4.06
120,9564,6.7
176,9564,2.23
127,9564,6.46
39,9564,1.51
113,9565,4.23
120,9565,7.55
176,9565,8.63
127,9565,2.27
39,9565,3.34
113,9566,2.77
120,9566,2.55
176,9566,2.13
127,9566,4.74
39,9566,2.35
113,9567,1.16
120,9567,8.36
176,9567,2.87
127,9567,3.93
39,9567,4.64
113,9568,0.19
120,9568,9.55
176,9568,4.68
127,9568,3.39
39,9568,7.3
113,9569,8.01
120,9569,8.69
176,9569,3.83
127,9569,2.47
39,9569,8.93
113,9570,0.03
120,9570,0.74
176,9570,3.24
127,9570,6.77
39,9570,4.99
113,9571,4.13
120,9571,0.58
176,9571,7.48
127,9571,1.91
39,9571,3.96
113,9572,2.34
120,9572,1.16
176,9572,7.18
127,9572,2.7
39,9572,9.92
113,9573,4.76
120,9573,8.3
176,9573,7.06
127,9573,7.3
39,9573,8.0
113,9574,5.08
120,9574,1.92
176,9574,6.52
127,9574,7.74
39,9574,5.58
113,9575,6.74
120,9575,5.02
176,9575,8.57
127,9575,1.34
39,9575,4.21
113,9576,0.27
120,9576,1.42
176,9576,4.99
127,9576,9.78
39,9576,4.34
113,9577,6.67
120,9577,7.15
176,9577,6.33
127,9577,8.26
39,9577,6.64
113,9578,2.84
120,9578,5.91
176,9578,2.0
127,9578,6.02
39,9578,1.93
113,9579,1.27
120,9579,4.98
176,9579,3.54
127,9579,6.84
39,9579,9.56
113,9580,5.65
120,9580,7.82
176,9580,1.6
127,9580,2.79
39,9580,7.29
113,9581,8.14
120,9581,9.06
176,9581,6.59
127,9581,9.46
39,9581,4.74
113,9582,5.01
120,9582,8.33
176,9582,7.23
127,9582,3.69
39,9582,0.48
113,9583,7.73
120,9583,3.95
176,9583,7.29
127,9583,9.7
39,9583,4.51
113,9584,5.83
120,9584,7.89
176,9584,8.02
127,9584,1.67
39,9584,5.34
113,9585,6.78
120,9585,4.69
176,9585,5.83
127,9585,3.03
39,9585,6.42
113,9586,4.75
120,9586,1.49
176,9586,4.45
127,9586,5.28
39,9586,8.07
113,9587,7.18
120,9587,0.02
176,9587,2.23
127,9587,8.47
39,9587,2.19
113,9588,3.94
120,9588,1.27
176,9588,6.99
127,9588,1.06
39,9588,5.43
113,9589,2.11
120,9589,4.42
176,9589,7.56
127,9589,0.4
39,9589,6.39
113,9590,4.63
120,9590,8.37
176,9590,8.19
127,9590,6.59
39,9590,6.44
113,9591,3.77
120,9591,8.67
176,9591,2.75
127,9591,7.88
39,9591,2.37
113,9592,3.34
120,9592,2.06
176,9592,2.43
127,9592,7.2
39,9592,0.19
113,9593,1.72
120,9593,9.62
176,9593,2.92
127,9593,7.82
39,9593,7.59
113,9594,0.27
120,9594,9.55
176,9594,5.1
127,9594,5.29
39,9594,1.83
113,9595,8.61
120,9595,7.27
176,9595,1.06
127,9595,8.18
39,9595,4.45
113,9596,0.61
120,9596,7.84
176,9596,3.55
127,9596,5.53
39,9596,5.41
113,9597,7.96
120,9597,8.4
176,9597,2.08
127,9597,9.04
39,9597,9.46
113,9598,4.46
120,9598,2.74
176,9598,9.95
127,9598,3.1
39,9598,9.69
113,9599,8.74
120,9599,2.94
176,9599,4.34
127,9599,6.58
39,9599,0.24
113,9600,2.58
120,9600,6.35
176,9600,1.66
127,9600,2.38
39,9600,7.92
113,9601,1.68
120,9601,8.45
176,9601,0.94
127,9601,9.27
39,9601,0.14
113,9602,9.26
120,9602,7.25
176,9602,1.87
127,9602,3.49
39,9602,1.96
113,9603,3.85
120,9603,5.77
176,9603,3.47
127,9603,4.57
39,9603,9.21
113,9604,6.27
120,9604,7.09
176,9604,2.21
127,9604,8.57
39,9604,2.21
113,9605,4.67
120,9605,0.19
176,9605,3.63
127,9605,3.47
39,9605,5.69
113,9606,5.15
120,9606,5.39
176,9606,8.07
127,9606,3.66
39,9606,2.29
113,9607,5.74
120,9607,2.13
176,9607,7.77
127,9607,5.69
39,9607,5.87
113,9608,3.46
120,9608,4.24
176,9608,3.9
127,9608,6.41
39,9608,7.92
113,9609,5.8
120,9609,8.73
176,9609,8.95
127,9609,0.11
39,9609,8.63
113,9610,0.36
120,9610,0.94
176,9610,8.09
127,9610,1.43
39,9610,3.89
113,9611,1.29
120,9611,3.29
176,9611,7.03
127,9611,8.34
39,9611,9.3
113,9612,8.11
120,9612,0.13
176,9612,6.83
127,9612,5.51
39,9612,7.07
113,9613,7.88
120,9613,5.8
176,9613,4.34
127,9613,3.5
39,9613,5.37
113,9614,9.95
120,9614,1.71
176,9614,8.64
127,9614,5.49
39,9614,0.9
113,9615,4.98
120,9615,1.49
176,9615,2.5
127,9615,3.93
39,9615,6.52
113,9616,5.19
120,9616,3.57
176,9616,4.7
127,9616,1.32
39,9616,4.5
113,9617,3.59
120,9617,2.77
176,9617,5.1
127,9617,6.36
39,9617,7.34
113,9618,6.66
120,9618,6.22
176,9618,1.08
127,9618,2.75
39,9618,0.12
113,9619,7.43
120,9619,3.66
176,9619,9.07
127,9619,3.67
39,9619,2.17
113,9620,8.56
120,9620,2.77
176,9620,3.55
127,9620,3.73
39,9620,3.26
113,9621,9.53
120,9621,2.09
176,9621,5.93
127,9621,9.12
39,9621,5.66
113,9622,0.99
120,9622,8.41
176,9622,4.05
127,9622,9.46
39,9622,6.02
113,9623,6.27
120,9623,1.71
176,9623,7.37
127,9623,5.4
39,9623,1.08
113,9624,0.99
120,9624,6.54
176,9624,0.57
127,9624,7.02
39,9624,5.03
113,9625,9.21
120,9625,7.71
176,9625,6.6
127,9625,5.74
39,9625,5.71
113,9626,5.16
120,9626,6.21
176,9626,6.3
127,9626,0.83
39,9626,8.57
113,9627,8.07
120,9627,0.09
176,9627,2.58
127,9627,7.49
39,9627,0.89
113,9628,2.8
120,9628,0.44
176,9628,2.81
127,9628,9.47
39,9628,9.35
113,9629,9.58
120,9629,0.23
176,9629,9.65
127,9629,9.44
39,9629,7.51
113,9630,4.1
120,9630,9.92
176,9630,5.26
127,9630,5.73
39,9630,1.03
113,9631,4.19
120,9631,9.87
176,9631,0.77
127,9631,3.65
39,9631,1.09
113,9632,8.91
120,9632,9.09
176,9632,7.51
127,9632,6.42
39,9632,1.83
113,9633,5.75
120,9633,5.78
176,9633,3.78
127,9633,0.88
39,9633,9.39
113,9634,5.45
120,9634,1.12
176,9634,6.12
127,9634,4.11
39,9634,3.87
113,9635,2.35
120,9635,8.65
176,9635,4.64
127,9635,6.67
39,9635,2.18
113,9636,8.02
120,9636,1.19
176,9636,1.68
127,9636,1.93
39,9636,9.82
113,9637,3.32
120,9637,7.4
176,9637,9.58
127,9637,1.17
39,9637,1.06
113,9638,7.58
120,9638,2.14
176,9638,8.16
127,9638,3.81
39,9638,3.17
113,9639,1.65
120,9639,5.73
176,9639,0.79
127,9639,9.59
39,9639,5.16
113,9640,4.79
120,9640,5.64
176,9640,2.82
127,9640,8.44
39,9640,8.12
113,9641,8.79
120,9641,3.46
176,9641,0.74
127,9641,1.73
39,9641,9.84
113,9642,4.92
120,9642,4.67
176,9642,8.24
127,9642,5.19
39,9642,8.71
113,9643,5.27
120,9643,7.42
176,9643,2.65
127,9643,4.41
39,9643,4.46
113,9644,2.29
120,9644,6.51
176,9644,6.96
127,9644,8.73
39,9644,6.19
113,9645,3.77
120,9645,0.18
176,9645,4.48
127,9645,2.4
39,9645,4.14
113,9646,6.28
120,9646,8.96
176,9646,4.2
127,9646,9.09
39,9646,3.38
113,9647,0.5
120,9647,7.01
176,9647,0.82
127,9647,8.68
39,9647,4.86
113,9648,3.66
120,9648,4.98
176,9648,8.85
127,9648,6.35
39,9648,0.11
113,9649,2.61
120,9649,8.36
176,9649,7.63
127,9649,2.85
39,9649,9.01
113,9650,7.66
120,9650,9.18
176,9650,0.69
127,9650,4.51
39,9650,4.4
113,9651,3.56
120,9651,0.91
176,9651,9.05
127,9651,8.12
39,9651,3.7
113,9652,9.75
120,9652,4.16
176,9652,0.43
127,9652,1.39
39,9652,0.07
113,9653,3.17
120,9653,0.96
176,9653,8.7
127,9653,8.06
39,9653,5.22
113,9654,1.38
120,9654,9.1
176,9654,2.75
127,9654,8.35
39,9654,2.88
113,9655,0.59
120,9655,8.66
176,9655,6.96
127,9655,2.44
39,9655,5.46
113,9656,2.64
120,9656,5.25
176,9656,0.07
127,9656,4.68
39,9656,8.04
113,9657,6.5
120,9657,1.67
176,9657,8.8
127,9657,6.68
39,9657,0.51
113,9658,8.83
120,9658,3.2
176,9658,5.5
127,9658,2.66
39,9658,2.31
113,9659,6.16
120,9659,5.28
176,9659,7.79
127,9659,4.41
39,9659,4.02
113,9660,1.87
120,9660,4.43
176,9660,9.35
127,9660,5.82
39,9660,7.63
113,9661,1.05
120,9661,3.74
176,9661,6.91
127,9661,5.61
39,9661,2.61
113,9662,5.9
120,9662,5.36
176,9662,6.87
127,9662,4.19
39,9662,4.74
113,9663,2.91
120,9663,1.42
176,9663,7.36
127,9663,5.65
39,9663,1.92
113,9664,8.33
120,9664,2.2
176,9664,9.05
127,9664,7.38
39,9664,3.19
113,9665,2.16
120,9665,2.7
176,9665,2.87
127,9665,7.55
39,9665,6.45
113,9666,0.53
120,9666,0.94
176,9666,2.46
127,9666,8.2
39,9666,7.99
113,9667,7.54
120,9667,3.01
176,9667,2.51
127,9667,7.24
39,9667,2.9
113,9668,5.46
120,9668,2.85
176,9668,8.09
127,9668,7.77
39,9668,7.76
113,9669,8.89
120,9669,2.75
176,9669,9.79
127,9669,2.85
39,9669,0.54
113,9670,8.38
120,9670,9.29
176,9670,5.38
127,9670,4.65
39,9670,3.72
113,9671,8.07
120,9671,2.16
176,9671,3.44
127,9671,9.5
39,9671,3.59
113,9672,5.32
120,9672,8.21
176,9672,7.89
127,9672,1.36
39,9672,1.32
113,9673,3.66
120,9673,3.72
176,9673,5.92
127,9673,0.9
39,9673,1.04
113,9674,5.92
120,9674,9.77
176,9674,2.21
127,9674,9.6
39,9674,9.81
113,9675,4.96
120,9675,3.26
176,9675,8.82
127,9675,9.44
39,9675,3.31
113,9676,1.6
120,9676,8.95
176,9676,3.74
127,9676,4.5
39,9676,6.94
113,9677,4.42
120,9677,4.82
176,9677,0.24
127,9677,1.54
39,9677,5.53
113,9678,3.53
120,9678,0.18
176,9678,4.06
127,9678,8.69
39,9678,5.04
113,9679,5.13
120,9679,3.66
176,9679,9.85
127,9679,9.57
39,9679,7.56
113,9680,5.08
120,9680,0.39
176,9680,7.34
127,9680,4.01
39,9680,0.49
113,9681,2.97
120,9681,5.91
176,9681,4.88
127,9681,0.22
39,9681,8.19
113,9682,0.38
120,9682,6.51
176,9682,9.1
127,9682,9.48
39,9682,0.81
113,9683,6.06
120,9683,3.03
176,9683,2.33
127,9683,5.09
39,9683,0.26
113,9684,5.19
120,9684,5.05
176,9684,1.28
127,9684,6.33
39,9684,9.4
113,9685,5.07
120,9685,0.91
176,9685,3.91
127,9685,3.58
39,9685,3.79
113,9686,2.75
120,9686,6.73
176,9686,9.93
127,9686,2.57
39,9686,6.43
113,9687,8.72
120,9687,3.22
176,9687,7.12
127,9687,0.82
39,9687,2.24
113,9688,0.11
120,9688,5.88
176,9688,3.58
127,9688,10.0
39,9688,6.21
113,9689,4.77
120,9689,1.18
176,9689,0.95
127,9689,5.91
39,9689,3.96
113,9690,4.51
120,9690,3.48
176,9690,8.09
127,9690,7.54
39,9690,3.56
113,9691,4.63
120,9691,8.12
176,9691,7.53
127,9691,8.51
39,9691,0.11
113,9692,2.63
120,9692,7.01
176,9692,6.91
127,9692,8.06
39,9692,5.4
113,9693,8.49
120,9693,1.61
176,9693,3.68
127,9693,1.32
39,9693,8.15
113,9694,3.18
120,9694,1.65
176,9694,8.61
127,9694,0.89
39,9694,1.32
113,9695,7.7
120,9695,4.5
176,9695,8.15
127,9695,2.98
39,9695,4.47
113,9696,2.01
120,9696,9.8
176,9696,1.16
127,9696,4.58
39,9696,8.27
113,9697,7.28
120,9697,8.01
176,9697,8.2
127,9697,8.4
39,9697,2.48
113,9698,3.91
120,9698,1.07
176,9698,4.15
127,9698,5.07
39,9698,1.88
113,9699,9.07
120,9699,2.7
176,9699,8.92
127,9699,9.28
39,9699,2.67
113,9700,1.1
120,9700,8.76
176,9700,4.82
127,9700,0.9
39,9700,0.24
113,9701,5.96
120,9701,2.88
176,9701,1.16
127,9701,6.33
39,9701,4.64
113,9702,1.62
120,9702,7.89
176,9702,0.96
127,9702,0.1
39,9702,7.22
113,9703,5.63
120,9703,4.27
176,9703,7.7
127,9703,8.84
39,9703,0.18
113,9704,8.08
120,9704,9.61
176,9704,4.88
127,9704,9.3
39,9704,5.49
113,9705,6.61
120,9705,3.89
176,9705,7.86
127,9705,3.25
39,9705,5.58
113,9706,4.49
120,9706,2.72
176,9706,2.1
127,9706,4.73
39,9706,9.69
113,9707,8.38
120,9707,3.66
176,9707,1.32
127,9707,4.36
39,9707,4.46
113,9708,9.37
120,9708,8.05
176,9708,5.74
127,9708,8.16
39,9708,7.22
113,9709,5.32
120,9709,9.67
176,9709,7.54
127,9709,4.71
39,9709,2.03
113,9710,6.96
120,9710,7.26
176,9710,0.29
127,9710,7.95
39,9710,3.24
113,9711,0.34
120,9711,1.98
176,9711,5.28
127,9711,6.81
39,9711,2.72
113,9712,0.42
120,9712,2.65
176,9712,9.22
127,9712,3.94
39,9712,6.58
113,9713,7.32
120,9713,1.95
176,9713,3.32
127,9713,3.35
39,9713,1.7
113,9714,8.42
120,9714,3.88
176,9714,1.75
127,9714,6.39
39,9714,6.67
113,9715,0.99
120,9715,3.73
176,9715,0.82
127,9715,2.07
39,9715,6.34
113,9716,9.81
120,9716,9.36
176,9716,5.05
127,9716,9.76
39,9716,4.31
113,9717,6.37
120,9717,1.38
176,9717,6.1
127,9717,6.44
39,9717,6.13
113,9718,1.24
120,9718,9.38
176,9718,6.77
127,9718,3.11
39,9718,0.27
113,9719,7.36
120,9719,6.99
176,9719,9.48
127,9719,6.93
39,9719,7.73
113,9720,1.27
120,9720,9.26
176,9720,1.95
127,9720,3.85
39,9720,3.33
113,9721,2.63
120,9721,9.81
176,9721,7.74
127,9721,2.35
39,9721,2.17
113,9722,9.41
120,9722,9.08
176,9722,7.79
127,9722,9.5
39,9722,4.58
113,9723,6.07
120,9723,7.39
176,9723,1.11
127,9723,5.91
39,9723,9.52
113,9724,6.98
120,9724,0.52
176,9724,3.82
127,9724,0.65
39,9724,4.64
113,9725,9.99
120,9725,4.32
176,9725,6.73
127,9725,7.45
39,9725,1.65
113,9726,4.82
120,9726,3.45
176,9726,6.25
127,9726,0.28
39,9726,9.35
113,9727,4.43
120,9727,9.47
176,9727,8.85
127,9727,0.24
39,9727,8.23
113,9728,2.08
120,9728,8.79
176,9728,9.44
127,9728,5.99
39,9728,2.89
113,9729,6.98
120,9729,4.77
176,9729,5.38
127,9729,1.25
39,9729,9.5
113,9730,3.27
120,9730,1.45
176,9730,7.57
127,9730,3.06
39,9730,6.93
113,9731,8.02
120,9731,6.85
176,9731,5.69
127,9731,1.55
39,9731,6.13
113,9732,4.1
120,9732,1.01
176,9732,6.95
127,9732,8.97
39,9732,4.58
113,9733,6.21
120,9733,0.98
176,9733,1.76
127,9733,9.04
39,9733,6.65
113,9734,5.66
120,9734,2.85
176,9734,4.1
127,9734,8.46
39,9734,8.61
113,9735,0.79
120,9735,5.16
176,9735,6.28
127,9735,3.14
39,9735,2.97
113,9736,7.78
120,9736,7.41
